,Clause,Opt-out via contacting company,Dont use service/feature,Opt-out link,Browser/device privacy controls,Unspecified,Opt-in,First-party privacy controls,Other,Third-party privacy controls
663,"Depending on how local shared objects are enabled on your computer or device, you may be able to manage them using software settings.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
664,"By contacting us, you may also object to our further use of your personal information if you have compelling legitimate grounds (this may involve closing your account).",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,please either disable cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
666,refrain from using this site.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,If you do not wish to accept cookies from this site please either disable cookies,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
668,or refrain from using this site.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,through your browser settings.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
670,generally through changing your internet software browsing settings.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
671,"Most browsers are initially set to accept cookies. However, you have the ability to disable cookies if you wish, generally through changing your internet software browsing settings. It may also be possible to configure your browser settings to enable acceptance of specific cookies or to notify you each time a new cookie is about to be stored on your computer enabling you to decide whether to accept or reject the cookie. To manage your use of cookies there are various resources available to you, for example the ""Help"" section on your browser may assist you. You can also disable or delete the stored data used by technology similar to cookies, such as Local Shared Objects or Flash cookies, by managing your browser's ""add-on settings"" or visiting the website of its manufacturer.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
672,"However, you have the ability to disable cookies if you wish, generally through changing your internet software browsing settings.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
673,It may also be possible to configure your browser settings to enable acceptance of specific cookies or to notify you each time a new cookie is about to be stored on your computer enabling you to decide whether to accept or reject the cookie.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
674,visiting the website of its manufacturer.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
675,other than what you supply to us on a voluntary basis upon request,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
676,you can submit information,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
677,you may submit,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
678,changing the settings in your web browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
679,by changing the settings in your web browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
680,"you can simply ""opt out.""",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
681,"you can simply ""opt out",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
682,"If you prefer that we not share your information in this way, please contact us.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,"opt out by following the ""unsubscribe"" instructions",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
684,"you may opt out by following the ""unsubscribe"" instructions",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
685,"you may opt out by following the ""unsubscribe"" instructions located near the bottom of each newsletter",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
686,without permission.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
687,following the unsubscribe options at the bottom of each e-mail.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
688,unsubscribe options at the bottom of each e-mail,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
689,You can delete cookies using your browser settings,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
690,You may opt out of receiving targeted ads from Microsoft Advertising by visiting our Your privacy and Microsoft personalized ads.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
691,by visiting our Your privacy and Microsoft personalized ads,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
692,by following the specific instructions in the email you receive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
693,by visiting and signing in to the Promotional Communications Manager.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
694,You can stop,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
695,specific instructions in the email,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
696,You may opt out of receiving targeted ads from Microsoft Advertising by visiting our opt-out page.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
697,You may choose not to provide such information by adjusting your Internet browser security settings to refuse cookies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
698,You can always choose not to submit your personal information on the Washingtonian.com website,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
699,you can unsubscribe at any time. We will always include an opt-out web link or reply e-mail address in each e-mail message.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
700,You can always choose not to submit your personal information on the Washingtonian.com website.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,choose not to submit,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
702,please contact us,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,"and how to ""opt-out"" of receiving cookies,",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
704,if you do not accept cookies served by third parties.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
705,do not accept,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
706,if you have opted out.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
707,opted out,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
708,"If you no longer wish to receive a specific newsletter, follow the ""unsubscribe"" instructions located near the bottom of each newsletter.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
709,"follow the ""unsubscribe"" instructions located near the bottom of each newsletter.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
710,"You can choose not to receive messages in the future by following the ""unsubscribe"" instructions located near the bottom of each email.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
711,"by following the ""unsubscribe"" instructions located near the bottom of each email.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
712,"When you sign up to receive email from us, you can select either plain text or HTML (with images) format.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
713,"As detailed above, you may choose to opt-out of the sharing of your personal information with third parties for marketing purposes at any time by submitting a request in writing to SIDEARM Sports, 335 Hinds Hall, Syracuse NY 13244 or by emailing us at sidearm@sidearmsports.com. It is important to note that this opt-out does not prohibit disclosures made for non-marketing purposes.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,"by submitting a request in writing to SIDEARM Sports, 335 Hinds Hall, Syracuse NY 13244 or by emailing us at sidearm@sidearmsports.com.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,but we want to make sure you understand that you still have control over who sees your photos.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
716,"You still get to choose who can see your Instagram photos, and you still get to choose whether you post your photos on Facebook. So while we're looking forward to working closely with Facebook to build better experiences, we aren't changing the core features of the app that you've come to know and love.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
717,you still have control over who sees your photos.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
718,"By using our Service you understand and agree that we are providing a platform for you to post content, including photos, comments and other materials (""User Content""), to the Service and to share User Content publicly. This means that other Users may search for, see, use, or share any of your User Content that you make publicly available through the Service, consistent with the terms and conditions of this Privacy Policy and our Terms of Use (which can be found at http://instagram.com/about/legal/terms/).",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,from your personal account.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
720,Users can add or may have Metadata added,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
721,"If you do not want to participate in an Event, do not use the particular Metadata (i.e. hashtag or geotag) associated with that Event.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,"To change your privacy settings on the Service, please change your profile setting.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
723,By registering for and using the Service you consent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
724,"clicking on the ""unsubscribe link"" provided in such communications",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
725,"Unsubscribe from email communications from us by clicking on the ""unsubscribe link"" provided in such communications",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
726,by logging in and changing your profile settings.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
727,"by clicking on the ""unsubscribe link""",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
728,you may not opt out of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
729,By using the online services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,"For information about your choices relating to these activities, see Cookies and Tracking Technologies.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
731,"If you have subscribed to one or more of our email newsletters or are receiving them from us and you don't want them anymore, you can unsubscribe. Select the ""unsubscribe"" link at the bottom of any message,",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
732,"unsubscribe. Select the ""unsubscribe"" link at the bottom of any message",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
733,or using the contact details below,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,"Select the ""unsubscribe"" link at the bottom of any message",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
735,how to opt out of targeted advertising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
736,"For more information about your choices for cookies and similar technology (""Cookies and Tracking Technology"")",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
737,please see our Cookies and Tracking Technologies policy.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
738,For more information about your choices,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
739,"For more information about the use of Cookies and Other Technology on our online services (including your opt-out choices) please see the Cookies and Tracking Technologies policy. Through our Cookies and Tracking Technologies policy, we provide opt-out choices. The effect of an opt-out will be to stop targeted advertising, but it will still allow the collection of usage data for certain purposes (e.g., research, analytics and internal online services operation purposes).",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
740,your opt-out choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
741,will still allow the collection of usage data for certain purposes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
742,"Through our Cookies and Tracking Technologies policy, we provide opt-out choices",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
743,"To learn more about how to manage flash cookies, you can visit the Adobe website and make changes at the Global Privacy Settings Panel.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
744,you can modify your browser setting to decline cookies by visiting the Help portion of your browsers toolbar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
745,"operate differently than browser cookies, and cookie management tools available in a web browser will not remove flash cookies",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
746,"You also can control advertising cookies from Google, by using its Ads Preference Manager",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
747,"For any other devices and/or operating systems, please visit the privacy settings for the applicable device or contact the applicable platform operator.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
748,"you can disable the GPS or other location-tracking functions on your device, provided your device allows you to do this.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
749,"If at any time you want your email information removed from our database, simply utilize the unsubscribe link provided in your email.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
750,"Any other data updates or removal requests can be sent to TangerOutlets, Attn: Marketing Department, PO Box 10889, Greensboro, NC 27408.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,unsubscribe link,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
752,"sent to TangerOutlets, Attn: Marketing Department, PO Box 10889, Greensboro, NC 27408.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,simply utilize the unsubscribe link provided in your email.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
754,"IF YOU DO NOT AGREE TO THESE TERMS, EXIT THIS PAGE AD DO NOT ACCESS OR USE THE WEBSITE.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,"You do not have to permit the use of cookies. You can, through the options in your Web browser, choose to accept all cookies, choose to reject all cookies or choose to receive notification when a cookie is being delivered so that you can make a decision whether to accept each cookie on a case-by-case basis.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
756,"You can, through the options in your Web browser",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
757,through the options in your Web browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
758,provided by you,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
759,may also provide specific data to those advertisers,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
760,you provide,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
761,Information that you might post,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
762,You may opt out of any or all contacts from Tulsaworld.com at any time. All e-mails sent to you from Tulsaworld.com will allow to opt out of any further e-mail from us.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,All e-mails sent to you from Tulsaworld.com will allow to opt out of any further e-mail from us,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
764,All e-mails sent to you from Tulsaworld.com will allow to opt out of any further e-mail from us.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
765,"When you register on Tulsaworld.com, you will be given the opportunity to opt out of further communication from us.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
766,opt out of further communication from us.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
767,"When you register on Tulsaworld.com, you will be given the opportunity to opt out",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
768,"If, at anytime in the future, Tulsaworld.com decides to use information provided by you in a way not described here, we will contact you beforehand to explain the use of the information and give you the opportunity to decline that use.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
769,"If you have provided consent for us to do so,",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
770,"If you previously opted to receive newsletters, commercial e-mails or other communications from Military or third parties, but subsequently change your mind, you may opt-out by editing your account profile.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
771,"you previously opted not to receive such communications, you may later opt-in by editing your account profile.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
772,If you previously opted to receive newsletters,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
773,opt-out by editing your account profile,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
774,a way to opt out of third party cookies is to modify your browser settings to decline cookies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
775,"Please click here to see a list of the third parties Military works with and to exercise your opt out. Many of these third parties are participating members of the Network Advertising Initiative (NAI). For those third parties that are NAI members, you can exercise your opt-out on the NAI site.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Please click here to see a list of the third parties Military works with and to exercise your opt out.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
777,You have the ability to update or opt-out of the CAN cookie by clicking on the following link: http://can.monster.com/cookie-technology.aspx.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
778,"Your opt-out of CAN is enforced by setting a ""blocking cookie"". In order for the blocking cookie to work on your computer, your browser must be set to accept third party cookies.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
779,You have the ability to accept or decline cookies at any time by modifying your browser settings.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
780,browser settings,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
781,You can adjust your settings for your Flash cookies here.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
782,opting out of cookies or changing the cookie setup in your browser.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
783,"However, they can be rendered ineffective by either opting out of cookies or changing the cookie setup in your browser.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
784,You may deactivate JavaScript via your browser settings or activate it the same way. If you disable JavaScript you will not be able to use some of the functions of the website.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
785,You may deactivate JavaScript via your browser settings or activate it the same way.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
786,You may disable or delete the cookies at any time.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
787,"You may not opt out of receiving information regarding the expiration and renewal of the subscriptions, account balances or the payment history and status.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
788,you will have an option to block any communication from us if your subscriptions are cancelled.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
789,"Please be aware that we reserve the right to notify our subscribers of any information that affects the status of current subscriptions. You may not opt out of receiving information regarding the expiration and renewal of the subscriptions, account balances or the payment history and status.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
790,You may not opt out of receiving information,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
791,we will ask for your affirmative consent before we share your personal information outside of our corporate family of companies,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
792,we will ask for your affirmative consent before we share,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
793,"Learn more about interest-based advertising, including how to opt out.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
794,visiting our Communication Preferences Alerts page,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
795,You can adjust the settings of your mobile device at any time to control whether your device communicates this location information,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
796,You can tell us your marketing preferences by visiting our Communication Preferences Alerts page.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
797,You can adjust the settings of your mobile device at any time to control whether your device communicates this location information.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
798,adjust the settings of your mobile device at any time to control whether your device communicates this location information.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
799,We may also offer additional controls on our use of your mobile location information.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
800,You can adjust the settings of your mobile device,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
801,We want to offer you choices,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
802,opt-in standard,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
803,opt-out standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
804,We use an opt-in standard,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
805,We use an opt-out standard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,"We use an opt-out standard for email or for other communications, such as postal mail.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
807,"you can choose to stop receiving certain prescreened offers of credit that originate from participating nationwide credit reporting agencies, including our prescreened offers, by calling the official Consumer Credit Reporting Industry organization at 1-888-567-8688 or by going to www.optoutprescreen.com",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
808,"you can choose to stop receiving certain prescreened offers of credit that originate from participating nationwide credit reporting agencies, including our prescreened offers, by calling the official Consumer Credit Reporting Industry organization at 1-888-567-8688 or by going to www.optoutprescreen.com.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,calling the official Consumer Credit Reporting Industry organization at 1-888-567-8688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,www.optoutprescreen.com,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Communication Preferences Alerts page allows you at any time to update or change your preferences about receiving marketing materials.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
812,"Or you may contact the Privacy Office as described in the "" Contact Us"" section below",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,by visiting our Communication Preferences Alerts page,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
814,"you may contact the Privacy Office as described in the "" Contact Us"" section below.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,If you contact us by email or mail,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,"if you would like to opt-out of mail,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,Since we do not accept opt-out requests from third parties,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
818,"Since we do not accept opt-out requests from third parties, such as catalog opt-out services, please communicate your request directly to us through one of the mechanisms mentioned above.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,opted out of receiving,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,We do not share personal information about you with companies that advertise on our websites without your consent.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
821,we may offer you controls,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
822,You can control your personalized experience across Yahoo through our Ad Interest Manager. Learn more,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
823,Users who visit this page can opt out,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
824,Users who visit this page can opt out of receiving future marketing communications from these new categories or they can unsubscribe by following instructions contained in the messages they receive.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
825,can opt out of receiving,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826,"We reserve the right to send you certain communications relating to the Yahoo service, such as service announcements, administrative messages and the Yahoo Newsletter, that are considered part of your Yahoo account, without offering you the opportunity to opt out of receiving them.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,without offering you the opportunity to opt out of receiving them,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,control how and whether cookies will be accepted by your web browser or device,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
829,you are able to control how and whether cookies will be accepted by your web browser or device.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830,"For more information on how to do so, please refer to the documentation accompanying your browser or device.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
831,You may choose to opt-out by contacting us at www.info@worldnow.com.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,adjust the privacy preferences of your browser,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
833,"you may adjust the privacy preferences of your browser,",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
834,"However, you may adjust the privacy preferences of your browser,",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
835,"You may choose to ""opt in""",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
836,"If you decide that you would like to discontinue receiving promotional information from such third parties, please contact those third parties directly, or contact us at Info@WorldNow.com.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,"please contact those third parties directly, or contact us",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,"""opted in""",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
839,"provide the customer with a method of ""opting out"" of receiving future communications of a similar nature.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840,"a method of ""opting out""",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
841,"If you would like to have your personally identifiable information changed or removed from our database, please contact us at Info@WorldNow.com, and we will use reasonable efforts to comply with your request.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,You have the option not to save the information;,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
843,browsers offer their own privacy settings for cookies.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
844,You can refuse to accept these cookies and most devices and browsers offer their own privacy settings for cookies. You will need to manage your cookie settings for each device and browser you use,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
845,You can refuse to accept these cookies and most devices and browsers offer their own privacy settings for cookies. You will need to manage your cookie settings for each device and browser you use.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
846,You can learn more about Flash objects - including how to control and disable them - through the Adobe interface,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
847,You can learn more about Flash objects - including how to control and disable them - through the Adobe interface.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
848,Please visit the individual sites and mobile apps for additional information on their data and privacy practices and opt out policies.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
849,You may set your choices for advertising in the following ways:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
850,you may opt out of online behavioral advertising.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
851,Opting out,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
852,"you may manage your direct marketing choices online or: by telephone at 1.888.341.5000 -our menu will prompt you through the choices, through your assigned account representative (e.g., Financial Advisor, Mortgage Loan Officer) or a representative at a banking center",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,you may manage your direct marketing choices online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
854,"by telephone at 1.888.341.5000 -our menu will prompt you through the choices, through your assigned account representative (e.g., Financial Advisor, Mortgage Loan Officer) or a representative at a banking center",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,Anyone receiving a behavioral ad may click on the displayed icon to receive more information and can opt out at that time or by visiting the third party site's privacy policy for an opt out mechanism.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
856,third party site's privacy policy for an opt out mechanism.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
857,may click on the displayed icon to receive more information and can opt out at that time,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
858,opt out at that time or by visiting the third party site's privacy policy for an opt out mechanism.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
859,You may also opt out of receiving behavioral ads from many sites through the Network Advertising Initiative's Opt-Out Tool or other tools provided by the publishing platform.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
860,You may also opt out of receiving behavioral ads from many sites through the Network Advertising Initiative's Opt-Out Tool or other tools provided by the publishing platform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
861,through the Network Advertising Initiative's Opt-Out Tool or other tools provided by the publishing platform.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
862,Please check your browser's security settings to validate whether scripting is active or disabled.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
863,parental consent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
864,you may opt out of online behavioral advertising,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
865,you may opt out of,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
866,Submit to opt out of,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
