,Clause,Category
858,you can turn off your computer's ability to receive cookies,Browser/device privacy controls
859,"to opt out of these technologies, go to http://www.doubleclick.net/us/corporate/privacy.",Opt-out link
860,"how to opt out of these technologies, go to http://www.doubleclick.net/us/corporate/privacy.",Opt-out link
861,"you may, sign up for a free eNewsletter, which contains product update information and a birthday greetings email on your birthday from Caribou Coffee.",Opt-in
862,"you may, sign up for a free eNewsletter, which contains product update information and a birthday greetings email on your birthday from Caribou Coffee.",Opt-in
863,If you do not sign up for the product update or birthday greeting emails you will not receive them.,Opt-in
864,Upon placing an order,Dont use service/feature
865,if a customer specifically grants us permission,Opt-in
866,simply notifying us of their preference or responding STOP to 65017.,Opt-out via contacting company
867,A customer has the right to choose not to receive Caribou text messages by simply notifying us of their preference or responding STOP to 65017. This process is commonly termed opting-out or unsubscribing.,Opt-out via contacting company
868,if a customer specifically grants us permission.,Opt-in
869,right to choose not to receive Caribou text messages by simply notifying us of their preference or responding STOP to 65017.,Opt-out via contacting company
870,"if you want to opt-out of any sharing of your personally identifiable offline information with third parties not owned by Time Inc., please click here.",Opt-out link
871,"if you want to opt-out of any sharing of your personally identifiable offline information with third parties not owned by Time Inc., please click here.",Opt-out link
872,"if you want to opt-out of any sharing of your personally identifiable offline information with third parties not owned by Time Inc., please click here.",Opt-out link
873,please click here.,Opt-out link
874,please click here.,Opt-out link
875,"If you prefer not to receive e-mail marketing from this or any other Time Inc. property, or if you want to opt-out of any sharing of your email address with third parties not owned by Time Inc., please click here.",Opt-out link
876,"If you prefer not to receive e-mail marketing from this or any other Time Inc. property, or if you want to opt-out of any sharing of your email address with third parties not owned by Time Inc., please click here.",Opt-out link
877,"If you prefer not to receive e-mail marketing from this or any other Time Inc. property, or if you want to opt-out of any sharing of your email address with third parties not owned by Time Inc., please click here.",Opt-out link
878,"if you want to opt-out of any sharing of your email address with third parties not owned by Time Inc., please click here.",Opt-out link
879,please click here.,Opt-out link
880,please click here.,Opt-out link
881,"As discussed above, if you wish to opt-out of our sharing of your information with third parties for the third parties' direct marketing purposes offline please click here,",Opt-out link
882,for email please click here.,Opt-out via contacting company
883,allows you to,Opt-in
884,You can set your browser option so that you will not receive cookies and you can also delete existing cookies from your browser.,Browser/device privacy controls
885,"If you wish to block cookies, go to http://www.allaboutcookies.org/ to find out how",Third-party privacy controls
886,"you may be able to manage them using software settings. For information on managing Flash cookies, for example, see http://helpx.adobe.com/flash-player/kb/disable-local-shared-objects-flash.html.",Other
887,"Depending on how local shared objects are enabled on your computer or device, you may be able to manage them using software settings.",Browser/device privacy controls
888,"By contacting us, you may also object to our further use of your personal information if you have compelling legitimate grounds (this may involve closing your account).",Opt-out via contacting company
889,please either disable cookies,Other
890,refrain from using this site.,Dont use service/feature
891,If you do not wish to accept cookies from this site please either disable cookies,Unspecified
892,or refrain from using this site.,Dont use service/feature
893,through your browser settings.,Browser/device privacy controls
894,through your browser settings.,Browser/device privacy controls
895,through your browser settings.,Browser/device privacy controls
896,through your browser settings.,Browser/device privacy controls
897,generally through changing your internet software browsing settings.,Browser/device privacy controls
898,"Most browsers are initially set to accept cookies. However, you have the ability to disable cookies if you wish, generally through changing your internet software browsing settings. It may also be possible to configure your browser settings to enable acceptance of specific cookies or to notify you each time a new cookie is about to be stored on your computer enabling you to decide whether to accept or reject the cookie. To manage your use of cookies there are various resources available to you, for example the ""Help"" section on your browser may assist you. You can also disable or delete the stored data used by technology similar to cookies, such as Local Shared Objects or Flash cookies, by managing your browser's ""add-on settings"" or visiting the website of its manufacturer.",Browser/device privacy controls
899,"However, you have the ability to disable cookies if you wish, generally through changing your internet software browsing settings.",Browser/device privacy controls
900,It may also be possible to configure your browser settings to enable acceptance of specific cookies or to notify you each time a new cookie is about to be stored on your computer enabling you to decide whether to accept or reject the cookie.,Unspecified
901,visiting the website of its manufacturer.,Other
902,other than what you supply to us on a voluntary basis upon request,Opt-in
903,other than what you supply to us on a voluntary basis upon request,Opt-in
904,other than what you supply to us on a voluntary basis upon request,Opt-in
905,you can submit information,Opt-in
906,you may submit,Opt-in
907,changing the settings in your web browser,Browser/device privacy controls
908,by changing the settings in your web browser,Browser/device privacy controls
909,"you can simply ""opt out.""",Opt-out link
910,"you can simply ""opt out.""",Opt-out link
911,"you can simply ""opt out",Opt-out link
912,"you can simply ""opt out",Opt-out link
913,"you can simply ""opt out.""",Unspecified
914,"you can simply ""opt out.""",Unspecified
915,"If you prefer that we not share your information in this way, please contact us.",Opt-out via contacting company
916,"opt out by following the ""unsubscribe"" instructions",Other
917,"you may opt out by following the ""unsubscribe"" instructions",Opt-out link
918,"you may opt out by following the ""unsubscribe"" instructions located near the bottom of each newsletter",Unspecified
919,without permission.,Opt-in
920,following the unsubscribe options at the bottom of each e-mail.,Opt-out link
921,unsubscribe options at the bottom of each e-mail,Unspecified
922,You can delete cookies using your browser settings,Browser/device privacy controls
923,You can delete cookies using your browser settings,Browser/device privacy controls
924,You may opt out of receiving targeted ads from Microsoft Advertising by visiting our Your privacy and Microsoft personalized ads.,First-party privacy controls
925,opt out,Opt-out link
926,by visiting our Your privacy and Microsoft personalized ads,First-party privacy controls
927,by visiting our Your privacy and Microsoft personalized ads,First-party privacy controls
928,by following the specific instructions in the email you receive,Other
929,by visiting and signing in to the Promotional Communications Manager.,First-party privacy controls
930,You can stop,Opt-out link
931,specific instructions in the email,Other
932,by visiting and signing in to the Promotional Communications Manager.,First-party privacy controls
933,You may opt out of receiving targeted ads from Microsoft Advertising by visiting our opt-out page.,First-party privacy controls
934,You may choose not to provide such information by adjusting your Internet browser security settings to refuse cookies,Browser/device privacy controls
935,You can always choose not to submit your personal information on the Washingtonian.com website,Other
936,you can unsubscribe at any time. We will always include an opt-out web link or reply e-mail address in each e-mail message.,Opt-out link
937,You can always choose not to submit your personal information on the Washingtonian.com website.,Dont use service/feature
938,you can unsubscribe at any time. We will always include an opt-out web link or reply e-mail address in each e-mail message.,Opt-out link
939,choose not to submit,Opt-out link
940,please contact us,Opt-out via contacting company
941,"and how to ""opt-out"" of receiving cookies,",Unspecified
942,if you do not accept cookies served by third parties.,Opt-in
943,do not accept,Opt-in
944,if you have opted out.,Opt-out link
945,opted out,Unspecified
946,"If you no longer wish to receive a specific newsletter, follow the ""unsubscribe"" instructions located near the bottom of each newsletter.",Opt-out link
947,"If you no longer wish to receive a specific newsletter, follow the ""unsubscribe"" instructions located near the bottom of each newsletter.",Opt-out link
948,"follow the ""unsubscribe"" instructions located near the bottom of each newsletter.",Unspecified
949,"You can choose not to receive messages in the future by following the ""unsubscribe"" instructions located near the bottom of each email.",Opt-out link
950,"by following the ""unsubscribe"" instructions located near the bottom of each email.",Unspecified
951,"When you sign up to receive email from us, you can select either plain text or HTML (with images) format.",Opt-in
952,"As detailed above, you may choose to opt-out of the sharing of your personal information with third parties for marketing purposes at any time by submitting a request in writing to SIDEARM Sports, 335 Hinds Hall, Syracuse NY 13244 or by emailing us at sidearm@sidearmsports.com. It is important to note that this opt-out does not prohibit disclosures made for non-marketing purposes.",Opt-out via contacting company
953,"by submitting a request in writing to SIDEARM Sports, 335 Hinds Hall, Syracuse NY 13244 or by emailing us at sidearm@sidearmsports.com.",Opt-out via contacting company
954,but we want to make sure you understand that you still have control over who sees your photos.,Unspecified
955,"You still get to choose who can see your Instagram photos, and you still get to choose whether you post your photos on Facebook. So while we're looking forward to working closely with Facebook to build better experiences, we aren't changing the core features of the app that you've come to know and love.",First-party privacy controls
956,you still have control over who sees your photos.,Opt-in
957,you still have control over who sees your photos.,Opt-in
958,"By using our Service you understand and agree that we are providing a platform for you to post content, including photos, comments and other materials (""User Content""), to the Service and to share User Content publicly. This means that other Users may search for, see, use, or share any of your User Content that you make publicly available through the Service, consistent with the terms and conditions of this Privacy Policy and our Terms of Use (which can be found at http://instagram.com/about/legal/terms/).",Dont use service/feature
959,from your personal account.,First-party privacy controls
960,Users can add or may have Metadata added,Unspecified
961,Users can add or may have Metadata added,Unspecified
962,"If you do not want to participate in an Event, do not use the particular Metadata (i.e. hashtag or geotag) associated with that Event.",Dont use service/feature
963,"If you do not want to participate in an Event, do not use the particular Metadata (i.e. hashtag or geotag) associated with that Event.",Dont use service/feature
964,"To change your privacy settings on the Service, please change your profile setting.",First-party privacy controls
965,By registering for and using the Service you consent,Opt-in
966,"clicking on the ""unsubscribe link"" provided in such communications",Opt-out link
967,"Unsubscribe from email communications from us by clicking on the ""unsubscribe link"" provided in such communications",Opt-out link
968,by logging in and changing your profile settings.,First-party privacy controls
969,"by clicking on the ""unsubscribe link""",Opt-out link
970,you may not opt out of,Other
971,By using the online services,Dont use service/feature
972,By using the online services,Dont use service/feature
973,By using the online services,Dont use service/feature
974,"For information about your choices relating to these activities, see Cookies and Tracking Technologies.",Unspecified
975,"If you have subscribed to one or more of our email newsletters or are receiving them from us and you don't want them anymore, you can unsubscribe. Select the ""unsubscribe"" link at the bottom of any message,",Opt-out link
976,"If you have subscribed to one or more of our email newsletters or are receiving them from us and you don't want them anymore, you can unsubscribe. Select the ""unsubscribe"" link at the bottom of any message,",Opt-out link
977,"unsubscribe. Select the ""unsubscribe"" link at the bottom of any message",Opt-out link
978,or using the contact details below,Opt-out via contacting company
979,"Select the ""unsubscribe"" link at the bottom of any message",Opt-out link
980,how to opt out of targeted advertising,Other
981,"For more information about your choices for cookies and similar technology (""Cookies and Tracking Technology"")",Unspecified
982,please see our Cookies and Tracking Technologies policy.,First-party privacy controls
983,For more information about your choices,Unspecified
984,"For more information about the use of Cookies and Other Technology on our online services (including your opt-out choices) please see the Cookies and Tracking Technologies policy. Through our Cookies and Tracking Technologies policy, we provide opt-out choices. The effect of an opt-out will be to stop targeted advertising, but it will still allow the collection of usage data for certain purposes (e.g., research, analytics and internal online services operation purposes).",First-party privacy controls
985,your opt-out choices,Other
986,will still allow the collection of usage data for certain purposes,Unspecified
987,will still allow the collection of usage data for certain purposes,Unspecified
988,"Through our Cookies and Tracking Technologies policy, we provide opt-out choices",Other
989,browsers,Browser/device privacy controls
990,"To learn more about how to manage flash cookies, you can visit the Adobe website and make changes at the Global Privacy Settings Panel.",Third-party privacy controls
991,you can modify your browser setting to decline cookies by visiting the Help portion of your browsers toolbar,Browser/device privacy controls
992,"operate differently than browser cookies, and cookie management tools available in a web browser will not remove flash cookies",Other
993,"You also can control advertising cookies from Google, by using its Ads Preference Manager",Third-party privacy controls
994,opt-out,Third-party privacy controls
995,"For any other devices and/or operating systems, please visit the privacy settings for the applicable device or contact the applicable platform operator.",Browser/device privacy controls
996,"you can disable the GPS or other location-tracking functions on your device, provided your device allows you to do this.",Browser/device privacy controls
997,"If at any time you want your email information removed from our database, simply utilize the unsubscribe link provided in your email.",Opt-out link
998,"Any other data updates or removal requests can be sent to TangerOutlets, Attn: Marketing Department, PO Box 10889, Greensboro, NC 27408.",Opt-out via contacting company
999,unsubscribe link,Opt-out link
1000,"sent to TangerOutlets, Attn: Marketing Department, PO Box 10889, Greensboro, NC 27408.",Opt-out via contacting company
1001,simply utilize the unsubscribe link provided in your email.,Opt-out link
1002,"IF YOU DO NOT AGREE TO THESE TERMS, EXIT THIS PAGE AD DO NOT ACCESS OR USE THE WEBSITE.",Dont use service/feature
1003,"You do not have to permit the use of cookies. You can, through the options in your Web browser, choose to accept all cookies, choose to reject all cookies or choose to receive notification when a cookie is being delivered so that you can make a decision whether to accept each cookie on a case-by-case basis.",Browser/device privacy controls
1004,"You can, through the options in your Web browser",Browser/device privacy controls
1005,through the options in your Web browser,Browser/device privacy controls
1006,through the options in your Web browser,Browser/device privacy controls
1007,through the options in your Web browser,Browser/device privacy controls
1008,provided by you,Opt-in
1009,may also provide specific data to those advertisers,Opt-in
1010,you provide,Opt-in
1011,you provide,Opt-in
1012,you provide,Opt-in
1013,Information that you might post,Opt-in
1014,You may opt out of any or all contacts from Tulsaworld.com at any time. All e-mails sent to you from Tulsaworld.com will allow to opt out of any further e-mail from us.,Opt-out via contacting company
1015,All e-mails sent to you from Tulsaworld.com will allow to opt out of any further e-mail from us,Opt-out link
1016,All e-mails sent to you from Tulsaworld.com will allow to opt out of any further e-mail from us.,Opt-out link
1017,"When you register on Tulsaworld.com, you will be given the opportunity to opt out of further communication from us.",Other
1018,opt out of further communication from us.,Other
1019,"When you register on Tulsaworld.com, you will be given the opportunity to opt out",First-party privacy controls
1020,Not selected,Unspecified
1021,Not selected,Unspecified
1022,"If, at anytime in the future, Tulsaworld.com decides to use information provided by you in a way not described here, we will contact you beforehand to explain the use of the information and give you the opportunity to decline that use.",Opt-in
1023,"If you have provided consent for us to do so,",Opt-in
1024,"If you previously opted to receive newsletters, commercial e-mails or other communications from Military or third parties, but subsequently change your mind, you may opt-out by editing your account profile.",First-party privacy controls
1025,"If you previously opted to receive newsletters, commercial e-mails or other communications from Military or third parties, but subsequently change your mind, you may opt-out by editing your account profile.",First-party privacy controls
1026,"you previously opted not to receive such communications, you may later opt-in by editing your account profile.",Opt-in
1027,"you previously opted not to receive such communications, you may later opt-in by editing your account profile.",Opt-in
1028,If you previously opted to receive newsletters,Opt-in
1029,opt-out by editing your account profile,First-party privacy controls
1030,a way to opt out of third party cookies is to modify your browser settings to decline cookies,Browser/device privacy controls
1031,"Please click here to see a list of the third parties Military works with and to exercise your opt out. Many of these third parties are participating members of the Network Advertising Initiative (NAI). For those third parties that are NAI members, you can exercise your opt-out on the NAI site.",Opt-out link
1032,Please click here to see a list of the third parties Military works with and to exercise your opt out.,Opt-out link
1033,You have the ability to update or opt-out of the CAN cookie by clicking on the following link: http://can.monster.com/cookie-technology.aspx.,Opt-out link
1034,You have the ability to update or opt-out of the CAN cookie by clicking on the following link: http://can.monster.com/cookie-technology.aspx.,Opt-out link
1035,"Your opt-out of CAN is enforced by setting a ""blocking cookie"". In order for the blocking cookie to work on your computer, your browser must be set to accept third party cookies.",Browser/device privacy controls
1036,You have the ability to accept or decline cookies at any time by modifying your browser settings.,Browser/device privacy controls
1037,browser settings,Browser/device privacy controls
1038,You can adjust your settings for your Flash cookies here.,Unspecified
1039,opting out of cookies or changing the cookie setup in your browser.,Browser/device privacy controls
1040,"However, they can be rendered ineffective by either opting out of cookies or changing the cookie setup in your browser.",Browser/device privacy controls
1041,You may deactivate JavaScript via your browser settings or activate it the same way. If you disable JavaScript you will not be able to use some of the functions of the website.,Browser/device privacy controls
1042,You may deactivate JavaScript via your browser settings or activate it the same way.,Browser/device privacy controls
1043,You may disable or delete the cookies at any time.,Unspecified
1044,You may disable or delete the cookies at any time.,Browser/device privacy controls
1045,You may disable or delete the cookies at any time.,Browser/device privacy controls
1046,"If you would like more information about this practice and to know your choices about not having this information used by these companies, see the Digital Advertising Alliance's or Network Advertising Initiative's website.",Unspecified
1047,"You may not opt out of receiving information regarding the expiration and renewal of the subscriptions, account balances or the payment history and status.",Other
1048,you will have an option to block any communication from us if your subscriptions are cancelled.,Unspecified
1049,"Please be aware that we reserve the right to notify our subscribers of any information that affects the status of current subscriptions. You may not opt out of receiving information regarding the expiration and renewal of the subscriptions, account balances or the payment history and status.",Other
1050,You may not opt out of receiving information,Unspecified
1051,we will ask for your affirmative consent before we share your personal information outside of our corporate family of companies,Opt-in
1052,we will ask for your affirmative consent before we share,Opt-in
1053,"Learn more about interest-based advertising, including how to opt out.",Unspecified
1054,visiting our Communication Preferences Alerts page,First-party privacy controls
1055,"Learn more about interest-based advertising, including how to opt out.",Opt-out link
1056,You can adjust the settings of your mobile device at any time to control whether your device communicates this location information,Browser/device privacy controls
1057,You can tell us your marketing preferences by visiting our Communication Preferences Alerts page.,First-party privacy controls
1058,You can adjust the settings of your mobile device at any time to control whether your device communicates this location information.,Browser/device privacy controls
1059,You can tell us your marketing preferences by visiting our Communication Preferences Alerts page.,First-party privacy controls
1060,You can tell us your marketing preferences by visiting our Communication Preferences Alerts page.,First-party privacy controls
1061,You can tell us your marketing preferences by visiting our Communication Preferences Alerts page.,First-party privacy controls
1062,"Learn more about interest-based advertising, including how to opt out.",Unspecified
1063,"Learn more about interest-based advertising, including how to opt out.",Unspecified
1064,adjust the settings of your mobile device at any time to control whether your device communicates this location information.,Browser/device privacy controls
1065,We may also offer additional controls on our use of your mobile location information.,Unspecified
1066,adjust the settings of your mobile device at any time to control whether your device communicates this location information.,Browser/device privacy controls
1067,adjust the settings of your mobile device at any time to control whether your device communicates this location information.,Browser/device privacy controls
1068,We may also offer additional controls on our use of your mobile location information.,Unspecified
1069,We may also offer additional controls on our use of your mobile location information.,Unspecified
1070,You can adjust the settings of your mobile device,Browser/device privacy controls
1071,We want to offer you choices,Unspecified
1072,We want to offer you choices,Unspecified
1073,We want to offer you choices,Unspecified
1074,opt-in standard,Opt-in
1075,opt-out standard,Other
1076,opt-out standard,Other
1077,We use an opt-in standard,Opt-in
1078,We use an opt-out standard,Opt-out via contacting company
1079,opt-in standard,Opt-in
1080,"We use an opt-out standard for email or for other communications, such as postal mail.",Unspecified
1081,"you can choose to stop receiving certain prescreened offers of credit that originate from participating nationwide credit reporting agencies, including our prescreened offers, by calling the official Consumer Credit Reporting Industry organization at 1-888-567-8688 or by going to www.optoutprescreen.com",Other
1082,"you can choose to stop receiving certain prescreened offers of credit that originate from participating nationwide credit reporting agencies, including our prescreened offers, by calling the official Consumer Credit Reporting Industry organization at 1-888-567-8688 or by going to www.optoutprescreen.com.",Opt-out via contacting company
1083,calling the official Consumer Credit Reporting Industry organization at 1-888-567-8688,Opt-out via contacting company
1084,www.optoutprescreen.com,Opt-out link
1085,calling the official Consumer Credit Reporting Industry organization at 1-888-567-8688,Opt-out via contacting company
1086,www.optoutprescreen.com,Opt-out link
1087,Communication Preferences Alerts page allows you at any time to update or change your preferences about receiving marketing materials.,First-party privacy controls
1088,"Or you may contact the Privacy Office as described in the "" Contact Us"" section below",Opt-out via contacting company
1089,by visiting our Communication Preferences Alerts page,Opt-out link
1090,"you may contact the Privacy Office as described in the "" Contact Us"" section below.",Opt-out via contacting company
1091,If you contact us by email or mail,Opt-out via contacting company
1092,"if you would like to opt-out of mail,",Opt-out via contacting company
1093,Since we do not accept opt-out requests from third parties,Other
1094,"Since we do not accept opt-out requests from third parties, such as catalog opt-out services, please communicate your request directly to us through one of the mechanisms mentioned above.",Opt-out via contacting company
1095,opted out of receiving,Opt-out via contacting company
1096,We do not share personal information about you with companies that advertise on our websites without your consent.,Opt-in
1097,You can adjust the settings of your mobile device at any time to control whether your device communicates this location information.,Browser/device privacy controls
1098,we may offer you controls,Unspecified
1099,You can control your personalized experience across Yahoo through our Ad Interest Manager. Learn more,Unspecified
1100,Users who visit this page can opt out,Opt-out link
1101,Users who visit this page can opt out of receiving future marketing communications from these new categories or they can unsubscribe by following instructions contained in the messages they receive.,Opt-out link
1102,can opt out of receiving,Opt-out link
1103,"We reserve the right to send you certain communications relating to the Yahoo service, such as service announcements, administrative messages and the Yahoo Newsletter, that are considered part of your Yahoo account, without offering you the opportunity to opt out of receiving them.",Dont use service/feature
1104,without offering you the opportunity to opt out of receiving them,Dont use service/feature
1105,control how and whether cookies will be accepted by your web browser or device,Browser/device privacy controls
1106,you are able to control how and whether cookies will be accepted by your web browser or device.,Unspecified
1107,"For more information on how to do so, please refer to the documentation accompanying your browser or device.",Browser/device privacy controls
1108,You may choose to opt-out by contacting us at www.info@worldnow.com.,Opt-out via contacting company
1109,adjust the privacy preferences of your browser,Browser/device privacy controls
1110,adjust the privacy preferences of your browser,Browser/device privacy controls
1111,"you may adjust the privacy preferences of your browser,",Browser/device privacy controls
1112,"However, you may adjust the privacy preferences of your browser,",Browser/device privacy controls
1113,"You may choose to ""opt in""",Opt-in
1114,"You may choose to ""opt in""",Opt-in
1115,"You may choose to ""opt in""",Opt-in
1116,"If you decide that you would like to discontinue receiving promotional information from such third parties, please contact those third parties directly, or contact us at Info@WorldNow.com.",Opt-out via contacting company
1117,"You may choose to ""opt in""",Opt-in
1118,"You may choose to ""opt in""",Opt-in
1119,"If you decide that you would like to discontinue receiving promotional information from such third parties, please contact those third parties directly, or contact us at Info@WorldNow.com.",Opt-out via contacting company
1120,"please contact those third parties directly, or contact us",Opt-out via contacting company
1121,"""opted in""",Opt-in
1122,"provide the customer with a method of ""opting out"" of receiving future communications of a similar nature.",Opt-out link
1123,"""opted in""",Opt-in
1124,"""opted in""",Opt-in
1125,"a method of ""opting out""",Unspecified
1126,"If you would like to have your personally identifiable information changed or removed from our database, please contact us at Info@WorldNow.com, and we will use reasonable efforts to comply with your request.",Opt-out via contacting company
1127,You have the option not to save the information;,Other
1128,browsers offer their own privacy settings for cookies.,Browser/device privacy controls
1129,You can refuse to accept these cookies and most devices and browsers offer their own privacy settings for cookies. You will need to manage your cookie settings for each device and browser you use,Browser/device privacy controls
1130,You can refuse to accept these cookies and most devices and browsers offer their own privacy settings for cookies. You will need to manage your cookie settings for each device and browser you use,Browser/device privacy controls
1131,You can refuse to accept these cookies and most devices and browsers offer their own privacy settings for cookies. You will need to manage your cookie settings for each device and browser you use,Browser/device privacy controls
1132,You can refuse to accept these cookies and most devices and browsers offer their own privacy settings for cookies. You will need to manage your cookie settings for each device and browser you use.,Browser/device privacy controls
1133,You can refuse to accept these cookies and most devices and browsers offer their own privacy settings for cookies. You will need to manage your cookie settings for each device and browser you use.,Browser/device privacy controls
1134,You can refuse to accept these cookies and most devices and browsers offer their own privacy settings for cookies. You will need to manage your cookie settings for each device and browser you use.,Browser/device privacy controls
1135,You can learn more about Flash objects - including how to control and disable them - through the Adobe interface,Other
1136,You can learn more about Flash objects - including how to control and disable them - through the Adobe interface.,Unspecified
1137,Please visit the individual sites and mobile apps for additional information on their data and privacy practices and opt out policies.,Unspecified
1138,Please visit the individual sites and mobile apps for additional information on their data and privacy practices and opt out policies.,Unspecified
1139,You may set your choices for advertising in the following ways:,Unspecified
1140,you may opt out of online behavioral advertising.,Other
1141,you may opt out of online behavioral advertising.,Other
1142,you may opt out of online behavioral advertising.,Unspecified
1143,you may opt out of online behavioral advertising.,Unspecified
1144,Opting out,Unspecified
1145,Opting out,Unspecified
1146,"you may manage your direct marketing choices online or: by telephone at 1.888.341.5000 -our menu will prompt you through the choices, through your assigned account representative (e.g., Financial Advisor, Mortgage Loan Officer) or a representative at a banking center",Opt-out via contacting company
1147,you may manage your direct marketing choices online,Third-party privacy controls
1148,"by telephone at 1.888.341.5000 -our menu will prompt you through the choices, through your assigned account representative (e.g., Financial Advisor, Mortgage Loan Officer) or a representative at a banking center",Opt-out via contacting company
1149,Anyone receiving a behavioral ad may click on the displayed icon to receive more information and can opt out at that time or by visiting the third party site's privacy policy for an opt out mechanism.,Third-party privacy controls
1150,third party site's privacy policy for an opt out mechanism.,Third-party privacy controls
1151,may click on the displayed icon to receive more information and can opt out at that time,Opt-out link
1152,opt out at that time or by visiting the third party site's privacy policy for an opt out mechanism.,Third-party privacy controls
1153,You may also opt out of receiving behavioral ads from many sites through the Network Advertising Initiative's Opt-Out Tool or other tools provided by the publishing platform.,Third-party privacy controls
1154,You may also opt out of receiving behavioral ads from many sites through the Network Advertising Initiative's Opt-Out Tool or other tools provided by the publishing platform,Third-party privacy controls
1155,through the Network Advertising Initiative's Opt-Out Tool or other tools provided by the publishing platform.,Other
1156,Opting out,Unspecified
1157,Opting out,Unspecified
1158,Opting out,Unspecified
1159,Opting out,Unspecified
1160,Please check your browser's security settings to validate whether scripting is active or disabled.,Browser/device privacy controls
1161,parental consent,Opt-in
1162,you may opt out of online behavioral advertising.,Other
1163,you may opt out of online behavioral advertising,Unspecified
1164,you may opt out of,Unspecified
1165,Opting out,Unspecified
1166,Opting out,Unspecified
1167,Please check your browser's security settings to validate whether scripting is active or disabled.,Browser/device privacy controls
1168,Submit to opt out of,First-party privacy controls
1169,Submit to opt out of,First-party privacy controls
1170,"This Privacy Policy will remain in full force and effect, even if your use of or participation in the Site or any particular service, feature, function or promotional activity offered through the Site terminates, expires, ceases, is suspended or deactivated for any reason. If you do not agree with this Privacy Policy, please do not participate in the Site or any features, activities or services offered through the Site.",Dont use service/feature
1171,opt-in to receive special Promotions,Opt-in
1172,You may also have the opportunity to opt-in,Opt-in
1173,You may also have the opportunity to opt-in,Opt-in
1174,if you choose to have Tracking Technologies enabled in your browser,Browser/device privacy controls
1175,"please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of the collection and/or use of Information collected by certain Third Party Advertising Service Providers.",Opt-in
1176,"please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of the collection and/or use of Information collected by certain Third Party Advertising Service Providers.",Opt-in
1177,"However, please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of",Unspecified
1178,"However, please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of",Unspecified
1179,"However, please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of",Unspecified
1180,"However, please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of",Unspecified
1181,"However, please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of",Unspecified
1182,"However, please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of",Unspecified
1183,"However, please see "" Opting-Out of Certain Uses of Your Personal Information and Other Information (Other than Wireless Marketing Services and Associated Promotional Opportunities)"" Section for more information on how to opt-out of",Unspecified
1184,"by going to the Site's home page, logging in, clicking the ""Account"" link, to (1) deactivate your account",First-party privacy controls
1185,You may also use the opt-out mechanism that is contained in each such email.,Opt-out link
1186,"In Connection with Marketing and Promotional E-mail and Offers. You may ""opt-out"" of receiving marketing and promotional e-mails from us at any time by going to the Site's home page, logging in, clicking the ""Account"" link, to (1) deactivate your account or (2) change or edit your preferences. You may also use the opt-out mechanism that is contained in each such email.",Opt-out link
1187,"by going to the Site's home page, logging in, clicking the ""Account"" link, to (1) deactivate your account or (2) change or edit your preferences.",First-party privacy controls
1188,You may also use the opt-out mechanism that is contained in each such email.,Unspecified
1189,"you may click on the newsletter link provided in the footer of our website to select which newsletters you receive, follow the unsubscribe link in the applicable newsletter or unsubscribe through http://www.latinpost.com/site/unsubscribe_email.",Opt-out link
1190,"to manage your newsletter preferences, you may click on the newsletter link provided in the footer of our website to select which newsletters you receive, follow the unsubscribe link in the applicable newsletter or unsubscribe through http://www.latinpost.com/site/unsubscribe_email. Please note that when you opt-out of receiving any or all newsletters and other editorial-based e-mails from us, you are not opting out of receiving marketing and promotional e-mails from us",Opt-out link
1191,"you may click on the newsletter link provided in the footer of our website to select which newsletters you receive,",First-party privacy controls
1192,follow the unsubscribe link in the applicable newsletter or unsubscribe through http://www.latinpost.com/site/unsubscribe_email.,Opt-out link
1193,"In Connection with Wireless Marketing Services. See ""Termination of Wireless Services by Users"" under the ""Wireless Marketing Services and Associated Promotional Opportunities"" Section for more information on how you may unsubscribe from receiving text messages.",First-party privacy controls
1194,"In Connection with Wireless Marketing Services. See ""Termination of Wireless Services by Users"" under the ""Wireless Marketing Services and Associated Promotional Opportunities"" Section for more information on how you may unsubscribe from receiving text messages.",First-party privacy controls
1195,"See ""Termination of Wireless Services by Users"" under the ""Wireless Marketing Services and Associated Promotional Opportunities"" Section for more information",Unspecified
