,Clause,Category
414,"Unfortunately, no data transmission over the Internet or any wireless network can be guaranteed to be 100% secure. As a result, while we strive to protect your Personally Identifiable Information, you acknowledge that: (a) there are security and privacy limitations of the Internet which are beyond our control; (b) the security, integrity and privacy of any and all information and data exchanged between you and us through this Website cannot be guaranteed and we shall have no liability to you or any third party for loss, misuse, disclosure or alteration of such information; and (c) any such information and data may be viewed or tampered with in transit by a third party.",Secure data transfer
415,"while we strive to protect your Personally Identifiable Information, you acknowledge that: (a) there are security and privacy limitations of the Internet which are beyond our control; (b) the security, integrity and privacy of any and all information and data exchanged between you and us through this Website cannot be guaranteed and we shall have no liability to you or any third party for loss, misuse, disclosure or alteration of such information; and (c) any such information and data may be viewed or tampered with in transit by a third party.",Other
416,notify you as promptly as possible,Other
417,"In the unlikely event that we believe that the security of your Personally Identifiable Information in our control may have been compromised, we will notify you as promptly as possible under the circumstances",Unspecified
418,"ecurity of your Personally Identifiable Information in our control may have been compromised, we will notify you as promptly as possible under the circumstances",Other
419,"we cannot guarantee the security of the information you send to us or the security of our servers, networks or databases, and by using the Service you agree to assume all risk in connection with the information sent to us or collected by us when you access, visit and/or use the Service, including without limitation your personally identifiable information or other Registration Information, and we are not responsible for any loss of such information or the consequences thereof.",Unspecified
420,"6. Information Security and Notification : A. Because no data transmission is completely secure, and no system of physical or electronic security is impenetrable, we cannot guarantee the security of the information you send to us or the security of our servers, networks or databases, and by using the Service you agree to assume all risk in connection with the information sent to us or collected by us when you access, visit and/or use the Service, including without limitation your personally identifiable information or other Registration Information, and we are not responsible for any loss of such information or the consequences thereof.",Other
421,"Because no data transmission is completely secure, and no system of physical or electronic security is impenetrable, we cannot guarantee the security of the information you send to us or the security of our servers, networks or databases, and by using the Service you agree to assume all risk in connection with the information sent to us or collected by us when you access, visit and/or use the Service, including without limitation your personally identifiable information or other Registration Information, and we are not responsible for any loss of such information or the consequences thereof.",Other
422,"B. Moreover, if you elect to store information, such as your personally identifiable information or other Registration Information, where others may access it, we are not responsible for any loss of such information or the consequences thereof. If you lose a computer, mobile or other device, or it is stolen, that contains your personally identifiable information or other Registration Information, it is up to you to take all the steps necessary to protect yourself.",Other
423,"Moreover, if you elect to store information, such as your personally identifiable information or other Registration Information, where others may access it, we are not responsible for any loss of such information or the consequences thereof. If you lose a computer, mobile or other device, or it is stolen, that contains your personally identifiable information or other Registration Information, it is up to you to take all the steps necessary to protect yourself.",Other
424,"C. In the unlikely event that we believe that the security of your information in our possession or control may have been compromised, we may seek to notify you. If notification is appropriate, we may notify you via your computer, mobile or other device.",Other
425,"In the unlikely event that we believe that the security of your information in our possession or control may have been compromised, we may seek to notify you. If notification is appropriate, we may notify you via your computer, mobile or other device.",Other
426,committed to ensuring the privacy of personal information.,Generic
427,"Security accuracy of personal and confidential information Although no computer system is 100 percent secure, Austin Community College has deployed extensive security measures to protect against the loss, misuse, or alteration of the information under our control.",Generic
428,"deployed extensive security measures to protect against the loss, misuse, or alteration of the information under our control.",Generic
429,"Caribou Coffee Company, Inc. (""Caribou Coffee"") knows that you care how information about you is used and shared, and we appreciate your trust that we will do so carefully.",Generic
430,"These third parties do not have the right to use the personally identifiable information beyond what is necessary to assist us. They are contractually obligated to maintain the confidentiality and security of such information, and are prohibited from using such information in any way not expressly authorized by Caribou Coffee.",Data access limitation
431,Some of our employees have access to customer information only in order to serve customers or maintain our information systems. These employees are subject to our corporate privacy policy.,Generic
432,These employees are subject to our corporate privacy policy.,Other
433,Some of our employees have access to customer information only in order to serve customers or maintain our information systems.,Data access limitation
434,"Our Site uses Secure Socket Layer (SSL) encryption to help ensure that your personal information cannot be read as it passes over the Internet, including your credit card number.",Secure data transfer
435,"We make every effort to ensure that your personal information is protected on our system. Our Site uses Secure Socket Layer (SSL) encryption to help ensure that your personal information cannot be read as it passes over the Internet, including your credit card number.",Secure data transfer
436,Our Site uses Secure Socket Layer (SSL) encryption,Secure data transfer
437,We make every effort to ensure that your personal information is protected on our system,Generic
438,We also require our credit card transaction processor to use adequate security and encryption technology to ensure the safety and security of your personally identifiable information.,Other
439,Caribou keeps your cell phone number private at all times.,Unspecified
440,Your privacy is important to us.,Generic
441,to the extent necessary to fulfill your request,Data access limitation
442,"Agents and contractors of Time Inc. that have access to personally identifiable information are required to protect this information in a manner that is consistent with this Privacy Policy by, for example, not using the information for any purpose other than to carry out the services they are performing for Time Inc.",Generic
443,Agents and contractors of Time Inc. that have access to personally identifiable information are required to protect this information in a manner that is consistent with this Privacy Policy,Generic
444,"by, for example, not using the information for any purpose other than to carry out the services they are performing for Time Inc.",Data access limitation
445,"Although we take appropriate measures to safeguard against unauthorized disclosures of information, we cannot assure you that personally identifiable information that we collect will never be disclosed in a manner that is inconsistent with this Privacy Policy.",Generic
446,"Although we take appropriate measures to safeguard against unauthorized disclosures of information, we cannot assure you that personally identifiable information that we collect will never be disclosed in a manner that is inconsistent with this Privacy Policy. Inadvertent disclosures may result, for example, when third parties misrepresent their identities in asking the site for access to personally identifiable information about themselves for purposes of correcting possible factual errors in the data.",Generic
447,we take appropriate measures to safeguard against unauthorized disclosures of information,Generic
448,"we cannot assure you that personally identifiable information that we collect will never be disclosed in a manner that is inconsistent with this Privacy Policy. Inadvertent disclosures may result, for example, when third parties misrepresent their identities in asking the site for access to personally identifiable information about themselves for purposes of correcting possible factual errors in the data.",Other
449,"Collection of Information by Third-Party Sites and Sponsors Some of our sites contain links to other sites whose information practices may be different than ours. Time Inc. also allows you to connect with other sites and services in order to share content and information. You should consult the other sites' and services' privacy notices, as we have no control over information that is submitted to, or collected by, these third parties or their use of your information.",Other
450,"We have put in place appropriate administrative, technical, and physical safeguards to help prevent unauthorized access, maintain data security and correctly use the information we collect. No system can be completely secure, however, and we do not guarantee that unauthorized disclosures and access will not happen.",Generic
451,"Our Commitment to Security We have put in place appropriate administrative, technical, and physical safeguards to help prevent unauthorized access, maintain data security and correctly use the information we collect. No system can be completely secure, however, and we do not guarantee that unauthorized disclosures and access will not happen.",Generic
452,"Chase Paymentech Solutions, LLC is committed to safeguarding the privacy and security of the information we collect.",Generic
453,"Commitment to Privacy and Security Chase Paymentech Solutions, LLC and its operating entity Paymentech, LLC (collectively, ""Chase Paymentech"") are committed to safeguarding the privacy and security of the information we collect. This Privacy Statement explains the policies we follow with respect to the handling of customer information collected by Chase Paymentech. This Privacy Statement covers the services provided by Chase Paymentech to our merchant customers, including merchant customers using the Chase Mobile Checkout application.",Generic
454,Chase Paymentech understands that such information is sensitive and takes appropriate steps to protect the confidentiality and security of all information collected by Chase Paymentech in accordance with this Privacy Statement.,Generic
455,hase Paymentech understands that such information is sensitive and takes appropriate steps to protect the confidentiality and security of all information collected by Chase Paymentech in accordance with this Privacy Statement.,Generic
456,"we may disclose some or all of the information we collect, to our affiliated companies or to non-affiliated third parties (subject to contractual confidentiality provisions to protect such information)",Privacy review/audit
457,Chase Paymentech has installed and maintains a firewall configuration to protect data; does not use vendor-supplied defaults for system passwords and other security parameters; protects stored data;,Secure data storage
458,encrypts transmission of Cardholder Data and sensitive information across public networks;,Secure data transfer
459,"Chase Paymentech has implemented various measures, including appropriate administrative, technical and physical safeguards, designed to ensure the security and confidentiality of Cardholder Data and Customer Data, protect against anticipated threats or hazards to the security or integrity of such information, and protect against unauthorized access to or use of such information.",Generic
460,encryption,Secure data transfer
461,physical access security and other appropriate technologies.,Other
462,"Chase Paymentech is subject to the detailed rules and regulations of the various credit and debit card organizations and networks (i.e. VISA, MasterCard, American Express, NYCE, Star, etc.), relating to the security and safeguarding of Cardholder Data, including, but not limited to, the Payment Card Industry Data Security Standards (""PCI""), VISA Inc.'s Cardholder Information Security Program (""CISP"") and MasterCard International's Site Data Protection Program (""SDP""). Chase Paymentech endeavors to comply with all such rules at all times.",Privacy/Security program
463,"Chase Paymentech is required to undergo periodic third-party assessments and periodic network scans to ensure that, among other things, Chase Paymentech has installed and maintains a firewall configuration to protect data; does not use vendor-supplied defaults for system passwords and other security parameters; protects stored data; encrypts transmission of Cardholder Data and sensitive information across public networks; uses and regularly updates anti-virus software; develops and maintains secure systems and applications; restricts access to data to those with a business need-to-know; tracks and monitors all access to network resources and Cardholder Data; regularly tests security systems and processes; assigns a unique ID to each person with computer access; restricts physical access to Cardholder Data; and maintains a policy that addresses information security.",Privacy review/audit
464,"Chase Paymentech is required to undergo periodic third-party assessments and periodic network scans to ensure that, among other things,",Privacy review/audit
465,restricts access to data to those with a business need-to-know;,Data access limitation
466,"tracks and monitors all access to network resources and Cardholder Data; regularly tests security systems and processes; assigns a unique ID to each person with computer access; restricts physical access to Cardholder Data; and maintains a policy that addresses information security. Additional information regarding the requirements of VISA's CISP and Mastercard's Site Data Protection program (SDP) can be found on the VISA, Inc. and MasterCard International Web sites.",Secure user authentication
467,"among others, encryption, physical access security and other appropriate technologies.",Unspecified
468,"Chase Paymentech continually reviews and enhances its security systems, as necessary. Chase Paymentech is subject to the detailed rules and regulations of the various credit and debit card organizations and networks (i.e. VISA, MasterCard, American Express, NYCE, Star, etc.), relating to the security and safeguarding of Cardholder Data, including, but not limited to, the Payment Card Industry Data Security Standards (""PCI""), VISA Inc.'s Cardholder Information Security Program (""CISP"") and MasterCard International's Site Data Protection Program (""SDP""). Chase Paymentech endeavors to comply with all such rules at all times.",Other
469,"Pursuant to such rules and regulations, Chase Paymentech is required to undergo periodic third-party assessments and periodic network scans",Privacy review/audit
470,restricts access to data to those with a business need-to-know; tracks and monitors all access to network resources and Cardholder Data;,Data access limitation
471,assigns a unique ID to each person with computer access,Secure user authentication
472,maintains a policy that addresses information security,Privacy/Security program
473,"Merchants are also required to comply with various rules and regulations of the various credit and debit card organizations and networks relating to the security and safeguarding Cardholder Data, including, but not limited to, PCI, CISP and SDP.",Other
474,Merchants may be required to undergo periodic third-party data security assessments and periodic network scans to ensure that appropriate security measures are in place.,Privacy review/audit
475,We are committed to respecting and protecting your privacy and will ensure that all personal information collected by us is kept and treated in accordance with this privacy policy.,Generic
476,"They are required to maintain the privacy of all such information in their possession or control and can only use the information on our behalf for the purpose that we have contracted them, for example processing your order or sending you a series newsletter. They are not authorized to use your information for any other purpose.",Data access limitation
477,"PBS is committed to ensuring the security of the data provided to us by Site users. To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place appropriate physical, electronic and managerial procedures to protect the information we collect online.",Generic
478,"PBS is committed to ensuring the security of the data provided to us by Site users. To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place appropriate physical, electronic and managerial procedures to protect the information we collect online.",Generic
479,We have technological safeguards in place designed to prevent the unauthorized correlation of this data,Generic
480,technological safeguards,Generic
481,We use and protect this information as described in the Collecting Your Information section of this statement.,Generic
482,protect this information,Generic
483,"To prevent unauthorized access, maintain data accuracy, and ensure the appropriate use of personally identifiable information, we have put in place physical, electronic, and administrative procedures to protect the personally identifiable information we collect online.",Generic
484,"To prevent unauthorized access, maintain data accuracy, and ensure the appropriate use of personally identifiable information, we have put in place physical, electronic, and administrative procedures to protect the personally identifiable information we collect online.",Generic
485,"Credit card information will only be shared with third parties who help to complete the purchase transaction (e.g., those who help fulfill orders and process credit card payments).",Data access limitation
486,We provide these companies only with the information they need to perform their services.,Data access limitation
487,"These service providers are restricted from using this data in any way other than to provide services for SIDEARM Sports, and they may not share, resell or use the data for their own direct marketing purposes.",Other
488,"We provide these companies only with the information they need to perform their services. These service providers are restricted from using this data in any way other than to provide services for SIDEARM Sports, and they may not share, resell or use the data for their own direct marketing purposes.",Data access limitation
489,"Emails From You. If you send us emails, you should be aware that information disclosed in emails may not be secure or encrypted and thus may be available to others. We suggest that you exercise caution when deciding to disclose any personal or confidential information in emails. We will use your email address to respond directly to your questions or comments.",Generic
490,"PROTECTING YOUR INFORMATION To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information. Keep in mind, however, that no method of transmission over the Internet, or method of electronic storage, is 100PARAGRAPH_START ADDITIONAL INFORMATION",Generic
491,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information. Keep in mind, however, that no method of transmission over the Internet, or method of electronic storage, is 100PARAGRAPH_START ADDITIONAL INFORMATION",Generic
492,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information.",Generic
493,"We do not ask children to disclose more information than is necessary for them to participate in a particular activity, and we take steps to prevent children from disclosing more information than is necessary to participate in those activities.",Privacy/Security program
494,Our Service Providers will be given access to your information as is reasonably necessary to provide the Service under reasonable confidentiality terms.,Data access limitation
495,We use commercially reasonable safeguards to help keep the information collected through the Service secure and take reasonable steps (such as requesting a unique password) to verify your identity before granting you access to your account.,Generic
496,equesting a unique password,Secure user authentication
497,such as requesting a unique password) to verify your identity before granting you access to your account.,Secure user authentication
498,"We use commercially reasonable safeguards to help keep the information collected through the Service secure and take reasonable steps (such as requesting a unique password) to verify your identity before granting you access to your account. However, Instagram cannot ensure the security of any information you transmit to Instagram or guarantee that information on the Service may not be accessed, disclosed, altered, or destroyed.",Generic
499,"These parties are provided only with the personal information or other information they need to perform their functions and can only use and disclose that information as is necessary to perform the services on our behalf, or to comply with legal requirements.",Data access limitation
500,We take steps to ensure that third-party service providers will take appropriate steps to protect your personal information.,Generic
501,"For example, we limit access to this information to authorized employees and contractors who need to know that information in order to operate, develop or improve our online services.",Data access limitation
502,"Unfortunately, no transmission of data is guaranteed to be completely secure. It may be possible for third parties not under our control to intercept or access transmissions or private communications unlawfully. Therefore, any transmission of personal information to us is made at your own risk. If you believe that your interaction with us is no longer secure, please notify us using the contact details below.",Generic
503,"we limit access to this information to authorized employees and contractors who need to know that information in order to operate, develop or improve our online services.",Data access limitation
504,"We maintain procedural, technical and physical safeguards for our online services to help protect against loss, misuse or unauthorized access, disclosure, alteration or destruction of the personal information you provide via our online services.",Generic
505,"e maintain procedural, technical and physical safeguards for our online services to help protect against loss, misuse or unauthorized access, disclosure, alteration or destruction of the personal information you provide via our online services. We also ask the service providers that help us deliver our online services to so the same.",Generic
506,"contractors who need to know that information in order to operate, develop or improve our online services",Data access limitation
507,It is important that you protect and maintain the security of any account and that you notify us immediately of any unauthorized use of any NBCUniversal account. Do not disclose your password to anyone else.,Generic
508,"To help your privacy and security, we will take reasonable steps to verify your identity, such as requiring a password and user ID, and possibly photo ID before granting access to your personal information.",Data access limitation
509,"Links to Other Websites: The online services may contain links to third-party websites for your convenience and / or information (for example, to sites which are provided by our third-party vendors). If you access other websites using the links provided, you may leave NBCUniversal's online services. When you access these other sites, even ones that may contain the NBCUniversal logo, please understand that the operators of these websites may collect information from you which will be used by them in accordance with their Privacy Policy and Terms of Use, which may differ from ours and we do not endorse or control the policies or practices of that website.",Other
510,You should always read the Privacy Policy of any website you access carefully in order to understand their specific privacy and information usage practices.,Generic
511,"We have implemented reasonable administrative, technical, and physical security measures to protect against the unauthorized access, destruction or alteration of your information. Despite our best efforts, however, no security measures are completely impenetrable.",Generic
512,"We have implemented reasonable administrative, technical, and physical security measures to protect against the unauthorized access, destruction or alteration of your information.",Generic
513,"TangerOutlets is committed to keeping your personal information confidential. Any and all personal identifiable information collected from our customers is used by Tanger Outlets only, and is not sold, shared or distributed to any third party.",Generic
514,"The research firm will be bound by its contract with Tulsaworld.com to use your information strictly for Tulsaworld.com research purposes, to keep your information confidential, and to adequately secure or destroy its records of your information when the research is complete.",Privacy/Security program
515,"The research firm will be bound by its contract with Tulsaworld.com to use your information strictly for Tulsaworld.com research purposes, to keep your information confidential,",Data access limitation
516,and to adequately secure or destroy its records of your information when the research is complete.,Other
517,"We may use a third party service provider to manage or send emails on our behalf, but that third party is only authorized to use your information as necessary to send our email to you and it is not authorized to sell or transfer your information.",Generic
518,but that third party is only authorized to use your information as necessary to send our email to you and it is not authorized to sell or transfer your information.,Data access limitation
519,"Finally, you are solely responsible for maintaining the secrecy of your passwords and/or any account information. Please be careful and responsible whenever you're online.",Generic
520,"Tulsaworld.com uses industry-standard encryption technologies when transferring and receiving consumer data exchanged with our site. When we transfer or receive certain types of sensitive data, such as financial information, we will redirect you to a secure server.",Secure data transfer
521,"We have implemented appropriate security measures in our physical facilities to protect against the loss, misuse or alteration of information that we have collected from you.",Privacy/Security program
522,encryption technologies,Secure data transfer
523,"We have implemented appropriate security measures in our physical facilities to protect against the loss, misuse or alteration of information that we have collected from you.",Unspecified
524,"Unfortunately, no data transmission over the Internet or any wireless network can be guaranteed to be secure all of the time. We employ commercially reasonable security measures to protect data and seek to do business with companies which do the same, but we cannot guarantee the security of any information transmitted to or from our Website, and are not responsible for the actions of any third parties that may receive any such information.",Generic
525,"We employ commercially reasonable security measures to protect data and seek to do business with companies which do the same, but we cannot guarantee the security of any information transmitted to or from our Website, and are not responsible for the actions of any third parties that may receive any such information.",Other
526,"Military is committed to protecting the privacy of our users, and strives to provide a safe, secure user experience. This Privacy Policy sets forth the online data collection and usage policies and practices that apply to this web site and to its network of sites, which are included in the link at the bottom of this page under Military.com Network Sites. It does not apply to information we collect in any other fashion.",Generic
527,"These companies and individuals will have access to your personal information as necessary to perform their functions, but they may not share that information with any other third party.",Generic
528,"will have access to your personal information as necessary to perform their functions, but they may not share that information with any other third party.",Data access limitation
529,Important Information Security You are responsible for ensuring that your log-in credentials (your username and password) are kept confidential.,Other
530,<strong> Security </strong> <br> <br> You are responsible for ensuring that your log-in credentials (your username and password) are kept confidential. <br>,Other
531,"Military has implemented technical and organizational measures designed to secure your personal information from accidental loss and from unauthorized access, use, alteration or disclosure. Notwithstanding such measures, the Internet is an open system and we cannot guarantee that unauthorized third parties will never be able to defeat those measures or use your personal information for improper purposes.",Privacy/Security program
532,"Military has implemented technical and organizational measures designed to secure your personal information from accidental loss and from unauthorized access, use, alteration or disclosure.",Generic
533,"We also have partnered with Authorize.net, one of the most reputable and experienced credit card payment companies in the World to handle our users' online transactions.",Other
534,we encrypt all information that you submit in ordering of our premium products using the Secure Sockets Layer (SSL) protocol,Secure data storage
535,"In order to try to minimize this risk, we encrypt all information that you submit in ordering of our premium products using the Secure Sockets Layer (SSL) protocol.",Secure data transfer
536,"We consider the protection of all personally identifiable information we receive from our Web site visitors and subscribers as critical to our corporate mission. Please be assured that we have security measures in place to protect against the loss and misuse of any information we receive from you. As with any transmission over the Internet, however, there is always some element of risk involved in sending personal information.",Generic
537,we have security measures in place to protect against the loss and misuse of any information we receive from you.,Generic
538,we encrypt all information that you submit in ordering of our premium products using the Secure Sockets Layer (SSL) protocol.,Secure data transfer
539,"What Is Our Pledge of Accountability? We require our associates, business partners, and service providers to manage your personal information properly.",Generic
540,"We require our associates, business partners, and service providers to manage your personal information properly.",Generic
541,We have designated a team of trained associates who are responsible for helping to ensure compliance with this Policy. We require all those who manage customers' personal information to do so properly and in accordance with our policies.,Privacy training
542,Our goal is to limit the information we collect to the information needed to support our business.,Generic
543,We will not sell or rent your personal information.,Generic
544,"We will not share your personal information outside of our corporate family of companies, except in the following circumstances:",Data access limitation
545,We require our service providers to keep your personal information secure. We do not allow our service providers to use or share your personal information for any purpose other than providing services on our behalf.,Generic
546,We require our service providers to keep your personal information secure.,Generic
547,We will use reasonable measures to help ensure that any successor treats your information in accordance with this Policy.,Generic
548,We also take reasonable steps to keep your personal information accurate and complete.,Generic
549,"We take reasonable steps to keep your personal information accurate and complete. You can access or update your personal information, including contact or account information, in the following ways:",Generic
550,"We recognize the importance of maintaining the security of our customers' personal information. We use reasonable security measures, including physical, administrative, and technical safeguards to protect your personal information.",Generic
551,"We use reasonable security measures, including physical, administrative, and technical safeguards to protect your personal information.",Generic
552,"These measures may include security access controls or other physical security safeguards, information security technologies and policies,",Privacy/Security program
553,procedures to help ensure the appropriate disposal of information,Secure data storage
554,training programs,Generic
555,"We have a team of associates who are responsible for helping to protect the security of your information. Whether you are shopping on our websites, through our mobile services, or in our stores, we use reasonable security measures, including physical, administrative, and technical safeguards. These measures may include security access controls or other physical security safeguards, information security technologies and policies, procedures to help ensure the appropriate disposal of information, and training programs.",Privacy/Security program
556,We have a team of associates who are responsible for helping to protect the security of your information.,Privacy/Security program
557,training programs.,Privacy training
558,"we use reasonable security measures, including physical, administrative, and technical safeguards. These measures may include security access controls or other physical security safeguards, information security technologies and policies, procedures to help ensure the appropriate disposal of information",Generic
559,Passwords are required to access your online account and help to protect your account information. Please keep this password confidential.,Data access limitation
560,"Encryption technology, called Secure Sockets Layer (SSL), helps to protect personal information in certain areas of our websites during transport across the Internet. The presence of SSL encryption may be indicated by https in the browser URL or the image of a closed lock or solid key in the browser window. These indications may not be present in mobile services that use SSL.",Secure data transfer
561,"Encryption technology, called Secure Sockets Layer (SSL), helps to protect personal information in certain areas of our websites during transport across the Internet. The presence of SSL encryption may be indicated by https in the browser URL or the image of a closed lock or solid key in the browser window. These indications may not be present in mobile services that use SSL. For payment card information, we use secured networks, encryption or other protection of cardholder data, physical and technical access controls, monitoring and tests of security systems, and other information security practices to help to protect your information.",Secure data transfer
562,Passwords are required to access your online account and help to protect your account information.,Secure user authentication
563,"Encryption technology, called Secure Sockets Layer (SSL), helps to protect personal information in certain areas of our websites during transport across the Internet.",Secure data storage
564,"monitoring and tests of security systems, and other information security practices to help to protect your information.",Generic
565,"To learn more about measures you can take to protect the security of your personal information, please click here.",Other
566,Yahoo takes your privacy seriously.,Generic
567,"Yahoo participates in the Safe Harbor program developed by the U.S. Department of Commerce and the European Union. To view our certification, visit the U.S. Department of Commerce's Safe Harbor Web site. For more information about Yahoo's participation in the Safe Harbor program, please visit our Safe Harbor details page.",Privacy/Security program
568,We limit access to personal information about you to employees who we believe reasonably need to come into contact with that information to provide products or services to you or in order to do their jobs.,Data access limitation
569,We limit access to personal information about you to employees who we believe reasonably need to come into contact with that information to provide products or services to you or in order to do their jobs.,Data access limitation
570,"We have physical, electronic, and procedural safeguards that comply with federal regulations to protect personal information about you.",Generic
571,"We have physical, electronic, and procedural safeguards that comply with federal regulations to protect personal information about you",Generic
572,"To learn more about security, including the security steps we have taken and security steps you can take, please read Security at Yahoo.",Generic
573,"To learn more about security, including the security steps we have taken and security steps you can take, please read Security at Yahoo.",Other
574,"Because the success of the Services is dependent on building and maintaining goodwill with our customers, this Web site and WorldNow (hereinafter collectively referred to as ""we"" or ""us"" or ""our"") are committed to implementing measures designed to protect the privacy of those using our services. Moreover, we see it as our responsibility to set examples and help establish the standards for privacy on the Internet.",Generic
575,"No security system is impenetrable. Accordingly, we cannot guarantee the security of any database that stores personally identifiable information in connection with the Services, nor can we guarantee that information you supply will not be intercepted while being transmitted to us over the Internet.",Unspecified
576,"No security system is impenetrable. Accordingly, we cannot guarantee the security of any database that stores personally identifiable information in connection with the Services, nor can we guarantee that information you supply will not be intercepted while being transmitted to us over the Internet",Generic
577,"No security system is impenetrable. Accordingly, we cannot guarantee the security of any database that stores personally identifiable information in connection with the Services, nor can we guarantee that information you supply will not be intercepted while being transmitted to us over the Internet.",Generic
578,We limit access and collection of information for specific purposes by advertising service providers.,Data access limitation
579,we limit the use of information by companies that serve our ads.,Data access limitation
580,"Advertising on third party sites: Bank of America participates in the Digital Advertising Alliance (DAA) self-regulatory program, uses the Advertising Options Icon on our behavioral ads on third party sites (excluding ads appearing on platforms that do not accept the icon) and adheres to the DAA self-regulatory Principles for Online Behavioral Advertising. Anyone receiving a behavioral ad may click on the displayed icon to receive more information and can opt out at that time or by visiting the third party site's privacy policy for an opt out mechanism",Privacy/Security program
581,These measures may include device safeguards and secured files and buildings,Secure data storage
582,"Security To protect Personal Information from unauthorized access and use, we use security measures that comply with applicable federal and state laws. These measures may include device safeguards and secured files and buildings as well as oversight of our third party service providers to ensure information remains confidential and secure. Please visit bankofamerica.com/security for additional information.",Generic
583,"To protect Personal Information from unauthorized access and use, we use security measures that comply with applicable federal and state laws",Generic
584,as well as oversight of our third party service providers to ensure information remains confidential and secure,Privacy review/audit
585,"To protect Personal Information from unauthorized access and use, we use security measures that comply with applicable federal and state laws.",Generic
586,oversight of our third party service providers to ensure information remains confidential and secure.,Privacy review/audit
587,Your credit card or debit card number is collected via a secure transmission.,Secure data transfer
588,These Third Party Advertising Service Providers do not have access to Tracking Technologies set by the Site except to the extent necessary to provide services to the Site.,Data access limitation
589,This Site is committed to complying with the Self-Regulatory Principles for Online Behavioral Advertising. Click here for more information about this Site and online behavioral advertising.,Privacy review/audit
590,We caution that most wireless transmissions are not secured and there is a greater risk of an unknown third party's interception of messages or a user's Personal Information when using a wireless communications device.,Other
591,but to provide the service requested,Data access limitation
592,We also limit access to the Site by our own employees to those individuals who are authorized for the proper handling of such information and any employee found violating our standards of security and confidentiality will be subject to our disciplinary processes.,Data access limitation
593,We conduct financial transactions via secured transmissions but may not always secure other parts of the Site.,Secure data transfer
594,"While no data transmission over the Internet is 100% secure from intrusion, we maintain commercially reasonable physical, electronic and procedural safeguards to protect your Information. However, regardless of our efforts and the Device you use to access the Site, it is possible that third parties may unlawfully intercept or access transmissions or private communications over an unsecured transmission. We conduct financial transactions via secured transmissions but may not always secure other parts of the Site",Generic
595,"While no data transmission over the Internet is 100% secure from intrusion, we maintain commercially reasonable physical, electronic and procedural safeguards to protect your Information. However, regardless of our efforts and the Device you use to access the Site, it is possible that third parties may unlawfully intercept or access transmissions or private communications over an unsecured transmission.",Generic
596,We conduct financial transactions via secured transmissions,Secure data transfer
597,but may not always secure other parts of the Site,Other
598,We also limit access to the Site by our own employees to those individuals who are authorized for the proper handling of such information,Data access limitation
599,and any employee found violating our standards of security and confidentiality will be subject to our disciplinary processes. We request that our operational service providers follow similar standards of security and confidentiality.,Privacy/Security program
