,Clause,Data access limitation,Generic,Privacy/Security program,Other,Unspecified,Secure data transfer,Secure user authentication,Privacy review/audit,Secure data storage,Privacy training
378,Personal information is stored in secure operating environments that are not available to the public and that are only accessible to authorized employees.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,"We also have security measures in place to protect the loss, misuse, and alteration of the information under our control. Unfortunately, there is no such thing as perfect security. As a result, although we strive to protect personally identifying information, we cannot ensure or warrant the security of any information transmitted to us through or in connection with our websites, that we store on our systems or that is stored on our service providers' systems.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,"We take reasonable measures to protect the confidentiality, security, and integrity of the personal information collected from our website visitors.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Personal information is stored in secure operating environments that are not available to the public and that are only accessible to authorized employees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
382,"We also have security measures in place to protect the loss, misuse, and alteration of the information under our control",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,We are committed to protecting and respecting your privacy.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,"We self-certify compliance with the following: the U.S. E.U. Safe Harbor Framework and U.S. Swiss Safe Harbor Framework as set forth by the U.S. Department of Commerce regarding the collection, use and retention of personal data from European Union member countries and Switzerland. lynda.com has certified that it adheres to the Safe Harbor Privacy Principles of notice, choice, onward transfer, security, data integrity, access, and enforcement.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,"We self-certify compliance with the following: the U.S. E.U. Safe Harbor Framework and U.S. Swiss Safe Harbor Framework as set forth by the U.S. Department of Commerce regarding the collection, use and retention of personal data from European Union member countries and Switzerland. lynda.com has certified that it adheres to the Safe Harbor Privacy Principles of notice, choice, onward transfer, security, data integrity, access, and enforcement. To learn more about the Safe Harbor program, and to view the lynda.com certification, please visit http://www.export.gov/safeharbor",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Data Security,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
387,lynda.com will take all steps reasonably necessary to ensure that your data is treated securely and in accordance with this Privacy Policy.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,All information you provide to us is stored on our secure servers.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Any payment transactions will be encrypted using Secure Sockets Layer (SSL) technology,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
390,Any payment transactions will be encrypted using Secure Sockets Layer (SSL) technology.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
391,stored on our secure servers. Any payment transactions will be encrypted using Secure Sockets Layer (SSL) technology,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
392,To make online purchases you must use an SSL-enabled browser in order to protect the confidentiality of your personal and credit card information while it is transmitted over the Internet.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,must use an SSL-enabled browser in order to protect the confidentiality of your personal and credit card information while it is transmitted over the Internet,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
394,This password is encrypted.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
395,"Access by you to your account is available through a password and/or unique user name selected by you. This password is encrypted. We recommend that you do not divulge your password to anyone, that you change your password often using a combination of letters and numbers, and that you ensure you use a secure web browser. We cannot be held accountable for activity that results from your own neglect to safeguard the secrecy of your password and user name. If you share a computer with anyone, you should always log out of your account after you are finished, in order to prevent access to your information from subsequent users of that computer.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
396,Access by you to your account is available through a password and/or unique user name selected by you. This password is encrypted.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
397,Please notify us as soon as possible if your user name or password is compromised.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
398,"Unfortunately, no data transmission over the Internet or any wireless network can be guaranteed to be 100% secure. As a result, while we strive to protect your Personally Identifiable Information, you acknowledge that: (a) there are security and privacy limitations of the Internet which are beyond our control; (b) the security, integrity and privacy of any and all information and data exchanged between you and us through this Website cannot be guaranteed and we shall have no liability to you or any third party for loss, misuse, disclosure or alteration of such information; and (c) any such information and data may be viewed or tampered with in transit by a third party.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
399,"while we strive to protect your Personally Identifiable Information, you acknowledge that: (a) there are security and privacy limitations of the Internet which are beyond our control; (b) the security, integrity and privacy of any and all information and data exchanged between you and us through this Website cannot be guaranteed and we shall have no liability to you or any third party for loss, misuse, disclosure or alteration of such information; and (c) any such information and data may be viewed or tampered with in transit by a third party.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
400,notify you as promptly as possible,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
401,"In the unlikely event that we believe that the security of your Personally Identifiable Information in our control may have been compromised, we will notify you as promptly as possible under the circumstances",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
402,"ecurity of your Personally Identifiable Information in our control may have been compromised, we will notify you as promptly as possible under the circumstances",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
403,"we cannot guarantee the security of the information you send to us or the security of our servers, networks or databases, and by using the Service you agree to assume all risk in connection with the information sent to us or collected by us when you access, visit and/or use the Service, including without limitation your personally identifiable information or other Registration Information, and we are not responsible for any loss of such information or the consequences thereof.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
404,"6. Information Security and Notification : A. Because no data transmission is completely secure, and no system of physical or electronic security is impenetrable, we cannot guarantee the security of the information you send to us or the security of our servers, networks or databases, and by using the Service you agree to assume all risk in connection with the information sent to us or collected by us when you access, visit and/or use the Service, including without limitation your personally identifiable information or other Registration Information, and we are not responsible for any loss of such information or the consequences thereof.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
405,"B. Moreover, if you elect to store information, such as your personally identifiable information or other Registration Information, where others may access it, we are not responsible for any loss of such information or the consequences thereof. If you lose a computer, mobile or other device, or it is stolen, that contains your personally identifiable information or other Registration Information, it is up to you to take all the steps necessary to protect yourself.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
406,"C. In the unlikely event that we believe that the security of your information in our possession or control may have been compromised, we may seek to notify you. If notification is appropriate, we may notify you via your computer, mobile or other device.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
407,committed to ensuring the privacy of personal information.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,"Security accuracy of personal and confidential information Although no computer system is 100 percent secure, Austin Community College has deployed extensive security measures to protect against the loss, misuse, or alteration of the information under our control.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,"deployed extensive security measures to protect against the loss, misuse, or alteration of the information under our control.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,"Caribou Coffee Company, Inc. (""Caribou Coffee"") knows that you care how information about you is used and shared, and we appreciate your trust that we will do so carefully.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,"These third parties do not have the right to use the personally identifiable information beyond what is necessary to assist us. They are contractually obligated to maintain the confidentiality and security of such information, and are prohibited from using such information in any way not expressly authorized by Caribou Coffee.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,Some of our employees have access to customer information only in order to serve customers or maintain our information systems. These employees are subject to our corporate privacy policy.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,These employees are subject to our corporate privacy policy.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Some of our employees have access to customer information only in order to serve customers or maintain our information systems.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,"Our Site uses Secure Socket Layer (SSL) encryption to help ensure that your personal information cannot be read as it passes over the Internet, including your credit card number.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
416,"We make every effort to ensure that your personal information is protected on our system. Our Site uses Secure Socket Layer (SSL) encryption to help ensure that your personal information cannot be read as it passes over the Internet, including your credit card number.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
417,Our Site uses Secure Socket Layer (SSL) encryption,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
418,We make every effort to ensure that your personal information is protected on our system,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,We also require our credit card transaction processor to use adequate security and encryption technology to ensure the safety and security of your personally identifiable information.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Caribou keeps your cell phone number private at all times.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
421,Your privacy is important to us.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,to the extent necessary to fulfill your request,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Agents and contractors of Time Inc. that have access to personally identifiable information are required to protect this information in a manner that is consistent with this Privacy Policy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,"by, for example, not using the information for any purpose other than to carry out the services they are performing for Time Inc.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,"Although we take appropriate measures to safeguard against unauthorized disclosures of information, we cannot assure you that personally identifiable information that we collect will never be disclosed in a manner that is inconsistent with this Privacy Policy.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,we take appropriate measures to safeguard against unauthorized disclosures of information,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,"we cannot assure you that personally identifiable information that we collect will never be disclosed in a manner that is inconsistent with this Privacy Policy. Inadvertent disclosures may result, for example, when third parties misrepresent their identities in asking the site for access to personally identifiable information about themselves for purposes of correcting possible factual errors in the data.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
428,"Collection of Information by Third-Party Sites and Sponsors Some of our sites contain links to other sites whose information practices may be different than ours. Time Inc. also allows you to connect with other sites and services in order to share content and information. You should consult the other sites' and services' privacy notices, as we have no control over information that is submitted to, or collected by, these third parties or their use of your information.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
429,"Our Commitment to Security We have put in place appropriate administrative, technical, and physical safeguards to help prevent unauthorized access, maintain data security and correctly use the information we collect. No system can be completely secure, however, and we do not guarantee that unauthorized disclosures and access will not happen.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,"Chase Paymentech Solutions, LLC is committed to safeguarding the privacy and security of the information we collect.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,"Commitment to Privacy and Security Chase Paymentech Solutions, LLC and its operating entity Paymentech, LLC (collectively, ""Chase Paymentech"") are committed to safeguarding the privacy and security of the information we collect. This Privacy Statement explains the policies we follow with respect to the handling of customer information collected by Chase Paymentech. This Privacy Statement covers the services provided by Chase Paymentech to our merchant customers, including merchant customers using the Chase Mobile Checkout application.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Chase Paymentech understands that such information is sensitive and takes appropriate steps to protect the confidentiality and security of all information collected by Chase Paymentech in accordance with this Privacy Statement.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,hase Paymentech understands that such information is sensitive and takes appropriate steps to protect the confidentiality and security of all information collected by Chase Paymentech in accordance with this Privacy Statement.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,"we may disclose some or all of the information we collect, to our affiliated companies or to non-affiliated third parties (subject to contractual confidentiality provisions to protect such information)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
435,Chase Paymentech has installed and maintains a firewall configuration to protect data; does not use vendor-supplied defaults for system passwords and other security parameters; protects stored data;,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
436,encrypts transmission of Cardholder Data and sensitive information across public networks;,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
437,"Chase Paymentech has implemented various measures, including appropriate administrative, technical and physical safeguards, designed to ensure the security and confidentiality of Cardholder Data and Customer Data, protect against anticipated threats or hazards to the security or integrity of such information, and protect against unauthorized access to or use of such information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,physical access security and other appropriate technologies.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
439,"Chase Paymentech is subject to the detailed rules and regulations of the various credit and debit card organizations and networks (i.e. VISA, MasterCard, American Express, NYCE, Star, etc.), relating to the security and safeguarding of Cardholder Data, including, but not limited to, the Payment Card Industry Data Security Standards (""PCI""), VISA Inc.'s Cardholder Information Security Program (""CISP"") and MasterCard International's Site Data Protection Program (""SDP""). Chase Paymentech endeavors to comply with all such rules at all times.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,"Chase Paymentech is required to undergo periodic third-party assessments and periodic network scans to ensure that, among other things, Chase Paymentech has installed and maintains a firewall configuration to protect data; does not use vendor-supplied defaults for system passwords and other security parameters; protects stored data; encrypts transmission of Cardholder Data and sensitive information across public networks; uses and regularly updates anti-virus software; develops and maintains secure systems and applications; restricts access to data to those with a business need-to-know; tracks and monitors all access to network resources and Cardholder Data; regularly tests security systems and processes; assigns a unique ID to each person with computer access; restricts physical access to Cardholder Data; and maintains a policy that addresses information security.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
441,"Chase Paymentech is required to undergo periodic third-party assessments and periodic network scans to ensure that, among other things,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
442,restricts access to data to those with a business need-to-know;,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,"tracks and monitors all access to network resources and Cardholder Data; regularly tests security systems and processes; assigns a unique ID to each person with computer access; restricts physical access to Cardholder Data; and maintains a policy that addresses information security. Additional information regarding the requirements of VISA's CISP and Mastercard's Site Data Protection program (SDP) can be found on the VISA, Inc. and MasterCard International Web sites.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
444,"among others, encryption, physical access security and other appropriate technologies.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
445,"Chase Paymentech continually reviews and enhances its security systems, as necessary. Chase Paymentech is subject to the detailed rules and regulations of the various credit and debit card organizations and networks (i.e. VISA, MasterCard, American Express, NYCE, Star, etc.), relating to the security and safeguarding of Cardholder Data, including, but not limited to, the Payment Card Industry Data Security Standards (""PCI""), VISA Inc.'s Cardholder Information Security Program (""CISP"") and MasterCard International's Site Data Protection Program (""SDP""). Chase Paymentech endeavors to comply with all such rules at all times.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
446,"Pursuant to such rules and regulations, Chase Paymentech is required to undergo periodic third-party assessments and periodic network scans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
447,restricts access to data to those with a business need-to-know; tracks and monitors all access to network resources and Cardholder Data;,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,assigns a unique ID to each person with computer access,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
449,maintains a policy that addresses information security,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,"Merchants are also required to comply with various rules and regulations of the various credit and debit card organizations and networks relating to the security and safeguarding Cardholder Data, including, but not limited to, PCI, CISP and SDP.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
451,Merchants may be required to undergo periodic third-party data security assessments and periodic network scans to ensure that appropriate security measures are in place.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
452,We are committed to respecting and protecting your privacy and will ensure that all personal information collected by us is kept and treated in accordance with this privacy policy.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,"They are required to maintain the privacy of all such information in their possession or control and can only use the information on our behalf for the purpose that we have contracted them, for example processing your order or sending you a series newsletter. They are not authorized to use your information for any other purpose.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,"PBS is committed to ensuring the security of the data provided to us by Site users. To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place appropriate physical, electronic and managerial procedures to protect the information we collect online.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,We have technological safeguards in place designed to prevent the unauthorized correlation of this data,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,technological safeguards,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,We use and protect this information as described in the Collecting Your Information section of this statement.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,protect this information,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,"To prevent unauthorized access, maintain data accuracy, and ensure the appropriate use of personally identifiable information, we have put in place physical, electronic, and administrative procedures to protect the personally identifiable information we collect online.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,"Credit card information will only be shared with third parties who help to complete the purchase transaction (e.g., those who help fulfill orders and process credit card payments).",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,We provide these companies only with the information they need to perform their services.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,"These service providers are restricted from using this data in any way other than to provide services for SIDEARM Sports, and they may not share, resell or use the data for their own direct marketing purposes.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
463,"We provide these companies only with the information they need to perform their services. These service providers are restricted from using this data in any way other than to provide services for SIDEARM Sports, and they may not share, resell or use the data for their own direct marketing purposes.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,"Emails From You. If you send us emails, you should be aware that information disclosed in emails may not be secure or encrypted and thus may be available to others. We suggest that you exercise caution when deciding to disclose any personal or confidential information in emails. We will use your email address to respond directly to your questions or comments.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,"PROTECTING YOUR INFORMATION To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information. Keep in mind, however, that no method of transmission over the Internet, or method of electronic storage, is 100PARAGRAPH_START ADDITIONAL INFORMATION",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information. Keep in mind, however, that no method of transmission over the Internet, or method of electronic storage, is 100PARAGRAPH_START ADDITIONAL INFORMATION",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect the information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,"We do not ask children to disclose more information than is necessary for them to participate in a particular activity, and we take steps to prevent children from disclosing more information than is necessary to participate in those activities.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Our Service Providers will be given access to your information as is reasonably necessary to provide the Service under reasonable confidentiality terms.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,We use commercially reasonable safeguards to help keep the information collected through the Service secure and take reasonable steps (such as requesting a unique password) to verify your identity before granting you access to your account.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,equesting a unique password,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
472,such as requesting a unique password) to verify your identity before granting you access to your account.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
473,"We use commercially reasonable safeguards to help keep the information collected through the Service secure and take reasonable steps (such as requesting a unique password) to verify your identity before granting you access to your account. However, Instagram cannot ensure the security of any information you transmit to Instagram or guarantee that information on the Service may not be accessed, disclosed, altered, or destroyed.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,"These parties are provided only with the personal information or other information they need to perform their functions and can only use and disclose that information as is necessary to perform the services on our behalf, or to comply with legal requirements.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,We take steps to ensure that third-party service providers will take appropriate steps to protect your personal information.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,"For example, we limit access to this information to authorized employees and contractors who need to know that information in order to operate, develop or improve our online services.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,"Unfortunately, no transmission of data is guaranteed to be completely secure. It may be possible for third parties not under our control to intercept or access transmissions or private communications unlawfully. Therefore, any transmission of personal information to us is made at your own risk. If you believe that your interaction with us is no longer secure, please notify us using the contact details below.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,"we limit access to this information to authorized employees and contractors who need to know that information in order to operate, develop or improve our online services.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,"We maintain procedural, technical and physical safeguards for our online services to help protect against loss, misuse or unauthorized access, disclosure, alteration or destruction of the personal information you provide via our online services.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,"e maintain procedural, technical and physical safeguards for our online services to help protect against loss, misuse or unauthorized access, disclosure, alteration or destruction of the personal information you provide via our online services. We also ask the service providers that help us deliver our online services to so the same.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,"contractors who need to know that information in order to operate, develop or improve our online services",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,It is important that you protect and maintain the security of any account and that you notify us immediately of any unauthorized use of any NBCUniversal account. Do not disclose your password to anyone else.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,"To help your privacy and security, we will take reasonable steps to verify your identity, such as requiring a password and user ID, and possibly photo ID before granting access to your personal information.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,"Links to Other Websites: The online services may contain links to third-party websites for your convenience and / or information (for example, to sites which are provided by our third-party vendors). If you access other websites using the links provided, you may leave NBCUniversal's online services. When you access these other sites, even ones that may contain the NBCUniversal logo, please understand that the operators of these websites may collect information from you which will be used by them in accordance with their Privacy Policy and Terms of Use, which may differ from ours and we do not endorse or control the policies or practices of that website.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
485,You should always read the Privacy Policy of any website you access carefully in order to understand their specific privacy and information usage practices.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,"We have implemented reasonable administrative, technical, and physical security measures to protect against the unauthorized access, destruction or alteration of your information. Despite our best efforts, however, no security measures are completely impenetrable.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,"We have implemented reasonable administrative, technical, and physical security measures to protect against the unauthorized access, destruction or alteration of your information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,"TangerOutlets is committed to keeping your personal information confidential. Any and all personal identifiable information collected from our customers is used by Tanger Outlets only, and is not sold, shared or distributed to any third party.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,"The research firm will be bound by its contract with Tulsaworld.com to use your information strictly for Tulsaworld.com research purposes, to keep your information confidential, and to adequately secure or destroy its records of your information when the research is complete.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,"The research firm will be bound by its contract with Tulsaworld.com to use your information strictly for Tulsaworld.com research purposes, to keep your information confidential,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,and to adequately secure or destroy its records of your information when the research is complete.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
492,"We may use a third party service provider to manage or send emails on our behalf, but that third party is only authorized to use your information as necessary to send our email to you and it is not authorized to sell or transfer your information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,but that third party is only authorized to use your information as necessary to send our email to you and it is not authorized to sell or transfer your information.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,"Finally, you are solely responsible for maintaining the secrecy of your passwords and/or any account information. Please be careful and responsible whenever you're online.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,"Tulsaworld.com uses industry-standard encryption technologies when transferring and receiving consumer data exchanged with our site. When we transfer or receive certain types of sensitive data, such as financial information, we will redirect you to a secure server.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
496,"We have implemented appropriate security measures in our physical facilities to protect against the loss, misuse or alteration of information that we have collected from you.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
497,encryption technologies,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
498,"Unfortunately, no data transmission over the Internet or any wireless network can be guaranteed to be secure all of the time. We employ commercially reasonable security measures to protect data and seek to do business with companies which do the same, but we cannot guarantee the security of any information transmitted to or from our Website, and are not responsible for the actions of any third parties that may receive any such information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,"We employ commercially reasonable security measures to protect data and seek to do business with companies which do the same, but we cannot guarantee the security of any information transmitted to or from our Website, and are not responsible for the actions of any third parties that may receive any such information.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
500,"Military is committed to protecting the privacy of our users, and strives to provide a safe, secure user experience. This Privacy Policy sets forth the online data collection and usage policies and practices that apply to this web site and to its network of sites, which are included in the link at the bottom of this page under Military.com Network Sites. It does not apply to information we collect in any other fashion.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,"will have access to your personal information as necessary to perform their functions, but they may not share that information with any other third party.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Important Information Security You are responsible for ensuring that your log-in credentials (your username and password) are kept confidential.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
503,<strong> Security </strong> <br> <br> You are responsible for ensuring that your log-in credentials (your username and password) are kept confidential. <br>,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
504,"Military has implemented technical and organizational measures designed to secure your personal information from accidental loss and from unauthorized access, use, alteration or disclosure. Notwithstanding such measures, the Internet is an open system and we cannot guarantee that unauthorized third parties will never be able to defeat those measures or use your personal information for improper purposes.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,"Military has implemented technical and organizational measures designed to secure your personal information from accidental loss and from unauthorized access, use, alteration or disclosure.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,"We also have partnered with Authorize.net, one of the most reputable and experienced credit card payment companies in the World to handle our users' online transactions.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
507,we encrypt all information that you submit in ordering of our premium products using the Secure Sockets Layer (SSL) protocol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
